name,type,L,s,apx,apy,subsystem,dtype,system,inst,device,desc
DRIFT,DRIFT,0.917607,233.64523772,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1409
DRIFT,DRIFT,0.152,234.18004122,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.0,234.25604122,0.04,0.04,NONE,NONE,NONE,NONE,NONE,vacuum box
FS1_CSS:FVS_D2343,VALVE,0.0,234.25604122,0.04,0.04,CSS,NONE,FS1,NONE,FVS,fast valve sensor
DRIFT,DRIFT,0.0,234.25604122,0.04,0.04,NONE,NONE,NONE,NONE,NONE,vacuum box
FS1_CSS:IP_D2343,PORT,0.0,234.25604122,0.04,0.04,CSS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.132,234.32204122,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.001052,234.38856722,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1416
DRIFT,DRIFT,0.015594,234.39689022,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1417
DRIFT,DRIFT,0.0,234.40468722,0.04,0.04,NONE,NONE,NONE,NONE,NONE,collimation flange
DRIFT,DRIFT,0.309582,234.55947822,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1419
DRIFT,DRIFT,0.069596,234.74906722,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1422
FS1_CSS:FAV_D2348,VALVE,0.067196,234.81746322,0.04,0.04,CSS,NONE,FS1,NONE,FAV,fast valve
DRIFT,DRIFT,0.14724,234.92468122,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1424
FS1_CSS:DC_D2351,COR,0.2,235.09830122,0.05,0.05,CSS,C2,FS1,D2351,DC,"correctors-X,Y"
FS1_CSS:DCH_D2351,HCOR,0.0,235.09830122,0.05,0.05,CSS,C2,FS1,D2351,DCH,horiz. corrector magnet
FS1_CSS:DCV_D2351,VCOR,0.0,235.09830122,0.05,0.05,CSS,C2,FS1,D2351,DCV,vert. corrector magnet
DRIFT,DRIFT,0.106701,235.25165172,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1426
FS1_CSS:BCM_D2353,BCM,0.0,235.30500222,0.05,0.05,CSS,BCM4,FS1,NONE,BCM,current monitor
DRIFT,DRIFT,0.143299,235.37665172,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1428
FS1_CSS:QH_D2356,QUAD,0.25,235.57330122,0.05,0.05,CSS,QUAD_Q1,FS1,D2356,QH,quadrupole-X
DRIFT,DRIFT,0.047,235.72180122,0.05,0.05,NONE,NONE,NONE,NONE,NONE,coil out
DRIFT,DRIFT,0.191168,235.84088522,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1431
DRIFT,DRIFT,0.0,235.93646922,0.05,0.05,NONE,NONE,NONE,NONE,NONE,collimation flange
DRIFT,DRIFT,0.038832,235.95588522,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1433
DRIFT,DRIFT,0.098,236.02430122,0.05,0.05,NONE,NONE,NONE,NONE,NONE,coil out + leads
FS1_CSS:QH_D2362,QUAD,0.25,236.19830122,0.05,0.05,CSS,QUAD_Q1,FS1,D2362,QH,quadrupole-X
DRIFT,DRIFT,0.3,236.47330122,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1438
FS1_CSS:DC_D2367,COR,0.2,236.72330122,0.05,0.05,CSS,C2,FS1,D2367,DC,"correctors-X,Y"
FS1_CSS:DCH_D2367,HCOR,0.0,236.72330122,0.05,0.05,CSS,C2,FS1,D2367,DCH,horiz. corrector magnet
FS1_CSS:DCV_D2367,VCOR,0.0,236.72330122,0.05,0.05,CSS,C2,FS1,D2367,DCV,vert. corrector magnet
DRIFT,DRIFT,-0.01215,236.81722622,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1440
FS1_CSS:BPM_D2369,BPM,0.137,236.87965122,0.0475,0.0475,CSS,BPM3,FS1,D2369,BPM,position monitor
DRIFT,DRIFT,0.12515,237.01072622,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1442
FS1_CSS:QV_D2372,QUAD,0.25,237.19830122,0.05,0.05,CSS,QUAD_Q1,FS1,D2372,QV,quadrupole-Y
DRIFT,DRIFT,0.25,237.44830122,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1444
FS1_CSS:QH_D2377,QUAD,0.25,237.69830122,0.05,0.05,CSS,QUAD_Q1,FS1,D2377,QH,quadrupole-X
DRIFT,DRIFT,0.145,237.89580122,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1446
FS1_CSS:DC_D2381,COR,0.2,238.06830122,0.05,0.05,CSS,C2,FS1,D2381,DC,"correctors-X,Y"
FS1_CSS:DCH_D2381,HCOR,0.0,238.06830122,0.05,0.05,CSS,C2,FS1,D2381,DCH,horiz. corrector magnet
FS1_CSS:DCV_D2381,VCOR,0.0,238.06830122,0.05,0.05,CSS,C2,FS1,D2381,DCV,vert. corrector magnet
DRIFT,DRIFT,0.059488,238.19804522,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1448
DRIFT,DRIFT,0.103502,238.27954022,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:BPM_D2383,BPM,0.0,238.33129122,0.04,0.04,CSS,BPM3,FS1,D2383,BPM,position monitor
DRIFT,DRIFT,0.145282,238.40393222,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:PM_D2385,PM,0.0,238.47657322,0.04,0.04,CSS,PM3,FS1,D2385,PM,profile monitor
DRIFT,DRIFT,0.0,238.47657322,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:FVS_D2385,VALVE,0.0,238.47657322,0.04,0.04,CSS,NONE,FS1,NONE,FVS,fast valve sensor
FS1_CSS:IP_D2385,PORT,0.0,238.47657322,0.04,0.04,CSS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
FS1_CSS:IP_D2385,PORT,0.0,238.47657322,0.04,0.04,CSS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.122385,238.53776572,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:GV_D2386,VALVE,0.075,238.63645822,0.063,0.063,CSS,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,0.1842175,238.76606697,0.063,0.063,NONE,NONE,NONE,NONE,NONE,drift_1459
FS1_BBS:DH_D2394,BEND,1.0406525665,239.378502003,0.14,0.04,BBS,BEND_D2,FS1,D2394,DH,"dipole-45deg, D2-1"
DRIFT,DRIFT,0.63,240.213828286,0.14,0.04,NONE,NONE,NONE,NONE,NONE,drift_1461
DRIFT,DRIFT,0.0,240.528828286,0.14,0.04,NONE,NONE,NONE,NONE,NONE,charge selection slit high power
FS1_BBS:TMP_D2405,PORT,0.0,240.528828286,0.14,0.04,BBS,TMP_L,FS1,NONE,TMP,turbo pump 2050 l/s
DRIFT,DRIFT,0.58,240.818828287,0.14,0.04,NONE,NONE,NONE,NONE,NONE,drift_1465
FS1_BBS:DC_D2412,COR,0.2,241.208828286,0.14,0.14,BBS,C1,FS1,D2412,DC,"correctors-X,Y"
FS1_BBS:DCH_D2412,HCOR,0.0,241.208828286,0.14,0.14,BBS,C1,FS1,D2412,DCH,horiz. corrector magnet
FS1_BBS:DCV_D2412,VCOR,0.0,241.208828286,0.14,0.14,BBS,C1,FS1,D2412,DCV,vert. corrector magnet
DRIFT,DRIFT,0.15,241.383828287,0.14,0.14,NONE,NONE,NONE,NONE,NONE,drift_1467
FS1_BBS:QH_D2416,QUAD,0.25,241.583828286,0.14,0.04,BBS,QUAD_Q6,FS1,D2416,QH,"quadrupole-X, B1"
DRIFT,DRIFT,0.14,241.778828286,0.14,0.04,NONE,NONE,NONE,NONE,NONE,drift_1470
FS1_BBS:S_D2419,SEXT,0.15,241.923828286,0.14,0.14,BBS,H3,FS1,D2419,S,hexapole-X+
DRIFT,DRIFT,0.106181,242.051918787,0.14,0.14,NONE,NONE,NONE,NONE,NONE,drift_1472
FS1_BBS:BPM_D2421,BPM,0.084138,242.147078287,0.1336,0.1336,BBS,BPM5,FS1,D2421,BPM,position monitor 142x42
DRIFT,DRIFT,0.119681,242.248987787,0.1336,0.1336,NONE,NONE,NONE,NONE,NONE,drift_1474
FS1_BBS:QV_D2424,QUAD,0.25,242.433828286,0.14,0.04,BBS,QUAD_Q6,FS1,D2424,QV,"quadrupole-Y, B1"
DRIFT,DRIFT,0.403223,242.760439787,0.14,0.04,NONE,NONE,NONE,NONE,NONE,drift_1476
FS1_BBS:DH_D2435,BEND,1.0406525665,243.48237757,0.14,0.04,BBS,BEND_D2,FS1,D2435,DH,"dipole-45deg, D2-2"
DRIFT,DRIFT,0.389041744414,244.197224725,0.14,0.04,NONE,NONE,NONE,NONE,NONE,drift_1483
FS1_BBS:PM_D2444,PM,0.0,244.391745597,0.15,0.15,BBS,PM4,FS1,D2444,PM,profile monitor
FS1_BBS:IP_D2444,PORT,0.0,244.391745597,0.15,0.15,BBS,IP_L,FS1,NONE,IP,"ion pump, 300 l/s"
FS1_BBS:FVS_D2444,VALVE,0.0,244.391745597,0.15,0.15,BBS,NONE,FS1,NONE,FVS,fast valve sensor
DRIFT,DRIFT,0.380958255586,244.582224725,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_1487
FS1_BBS:DH_D2453,BEND,1.0406525665,245.293030136,0.14,0.04,BBS,BEND_D2,FS1,D2453,DH,"dipole-45deg, D2-3"
DRIFT,DRIFT,0.187297,245.90700492,0.14,0.04,NONE,NONE,NONE,NONE,NONE,drift_1490
DRIFT,DRIFT,0.0,246.00065342,0.14,0.04,NONE,NONE,NONE,NONE,NONE,collimation flange
DRIFT,DRIFT,0.215926,246.10861642,0.14,0.04,NONE,NONE,NONE,NONE,NONE,drift_1492
FS1_BBS:QV_D2463,QUAD,0.25,246.34157942,0.14,0.04,BBS,QUAD_Q6,FS1,D2463,QV,"quadrupole-Y, B1"
DRIFT,DRIFT,0.119681,246.52641992,0.14,0.04,NONE,NONE,NONE,NONE,NONE,drift_1494
FS1_BBS:BPM_D2466,BPM,0.084138,246.62832942,0.1336,0.1336,BBS,BPM5,FS1,D2466,BPM,position monitor R=75mm
DRIFT,DRIFT,0.106181,246.72348892,0.1336,0.1336,NONE,NONE,NONE,NONE,NONE,collimation flange
FS1_BBS:S_D2469,SEXT,0.15,246.85157942,0.14,0.14,BBS,H3,FS1,D2469,S,hexapole-X+
DRIFT,DRIFT,0.14,246.99657942,0.14,0.14,NONE,NONE,NONE,NONE,NONE,drift_1498
FS1_BBS:QH_D2472,QUAD,0.25,247.19157942,0.14,0.04,BBS,QUAD_Q6,FS1,D2472,QH,"quadrupole-Y, B1"
DRIFT,DRIFT,0.15,247.39157942,0.14,0.04,NONE,NONE,NONE,NONE,NONE,drift_1500
FS1_BBS:DC_D2476,COR,0.2,247.56657942,0.14,0.14,BBS,C1,FS1,D2476,DC,"correctors-X,Y"
FS1_BBS:DCH_D2476,HCOR,0.0,247.56657942,0.14,0.14,BBS,C1,FS1,D2476,DCH,horiz. corrector magnet
FS1_BBS:DCV_D2476,VCOR,0.0,247.56657942,0.14,0.14,BBS,C1,FS1,D2476,DCV,vert. corrector magnet
DRIFT,DRIFT,0.58,247.95657942,0.14,0.14,NONE,NONE,NONE,NONE,NONE,drift_1502
FS1_BBS:PM_D2482,PM,0.0,248.24657942,0.15,0.15,BBS,PM4,FS1,D2482,PM,profile monitor
FS1_BBS:IP_D2482,PORT,0.0,248.24657942,0.15,0.15,BBS,IP_L,FS1,NONE,IP,"ion pump, 300 l/s"
DRIFT,DRIFT,0.63,248.56157942,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_1505
FS1_BBS:DH_D2494,BEND,1.0406525665,249.396905703,0.14,0.04,BBS,BEND_D2,FS1,D2494,DH,"dipole-45deg, D2-4"
DRIFT,DRIFT,0.158663,249.996563486,0.14,0.04,NONE,NONE,NONE,NONE,NONE,drift_1507
FS1_BMS:GV_D2501,VALVE,0.075,250.113394986,0.063,0.063,BMS,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,0.094701,250.198245486,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
FS1_BMS:BPM_D2502,BPM,0.0,250.245595986,0.05,0.05,BMS,BPM3,FS1,D2502,BPM,position monitor
DRIFT,DRIFT,0.145282,250.318236986,0.05,0.05,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_BMS:PM_D2504,PM,0.0,250.390877986,0.05,0.05,BMS,PM3,FS1,D2504,PM,profile monitor
DRIFT,DRIFT,0.0,250.390877986,0.05,0.05,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_BMS:FVS_D2504,VALVE,0.0,250.390877986,0.05,0.05,BMS,NONE,FS1,NONE,FVS,fast valve sensor
FS1_BMS:IP_D2504,PORT,0.0,250.390877986,0.05,0.05,BMS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,250.456485986,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.01743,250.530808986,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1518
DRIFT,DRIFT,0.0,250.539523986,0.04,0.04,NONE,NONE,NONE,NONE,NONE,collimation flange
DRIFT,DRIFT,0.067708,250.573377986,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1520
FS1_BMS:DC_D2507,COR,0.2,250.707231986,0.05,0.05,BMS,C2,FS1,D2507,DC,"correctors-X,Y"
FS1_BMS:DCH_D2507,HCOR,0.0,250.707231986,0.05,0.05,BMS,C2,FS1,D2507,DCH,horiz. corrector magnet
FS1_BMS:DCV_D2507,VCOR,0.0,250.707231986,0.05,0.05,BMS,C2,FS1,D2507,DCV,vert. corrector magnet
DRIFT,DRIFT,0.145,250.879731986,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1522
FS1_BMS:QV_D2511,QUAD,0.25,251.077231986,0.05,0.05,BMS,QUAD_Q1,FS1,D2511,QV,quadrupole-Y
DRIFT,DRIFT,0.2,251.302231986,0.05,0.05,NONE,NONE,NONE,NONE,NONE,collimation flange moved??
FS1_BMS:QH_D2515,QUAD,0.25,251.527231986,0.05,0.05,BMS,QUAD_Q1,FS1,D2515,QH,quadrupole-X
DRIFT,DRIFT,0.231829,251.768146486,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1526
FS1_BMS:BCM_D2519,BCM,0.1,251.934060986,0.05,0.05,BMS,BCM3,FS1,NONE,BCM,current monitor
DRIFT,DRIFT,1.193171,252.580646486,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1528
DRIFT,DRIFT,0.1,253.227231986,0.05,0.05,NONE,NONE,NONE,NONE,NONE,collimation flange moved??
FS1_BMS:DC_D2534,COR,0.2,253.377231986,0.05,0.05,BMS,C2,FS1,D2534,DC,"correctors-X,Y"
FS1_BMS:DCH_D2534,HCOR,0.0,253.377231986,0.05,0.05,BMS,C2,FS1,D2534,DCH,horiz. corrector magnet
FS1_BMS:DCV_D2534,VCOR,0.0,253.377231986,0.05,0.05,BMS,C2,FS1,D2534,DCV,vert. corrector magnet
DRIFT,DRIFT,0.123921,253.539192486,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1531
FS1_BMS:BPM_D2537,BPM,0.137,253.669652986,0.0475,0.0475,BMS,BPM3,FS1,D2537,BPM,position monitor
DRIFT,DRIFT,-0.010921,253.732692486,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1533
FS1_BMS:QV_D2539,QUAD,0.25,253.852231986,0.05,0.05,BMS,QUAD_Q1,FS1,D2539,QV,quadrupole-Y
DRIFT,DRIFT,1.2,254.577231986,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1535
FS1_BMS:IP_D2552,PORT,0.0,255.177231986,0.05,0.05,BMS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,1.0,255.677231986,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1537
FS1_BMS:QH_D2563,QUAD,0.25,256.302231986,0.05,0.05,BMS,QUAD_Q1,FS1,D2563,QH,quadrupole-X
DRIFT,DRIFT,0.1,256.477231986,0.05,0.05,NONE,NONE,NONE,NONE,NONE,collimation flange
DRIFT,DRIFT,0.004193,256.529328486,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1541
FS1_BMS:GV_D2566,VALVE,0.075,256.568924986,0.063,0.063,BMS,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,1.7184051,257.465627536,0.063,0.063,NONE,NONE,NONE,NONE,NONE,drift_1543
FS1_BMS:DC_D2584,COR,0.2,258.424830086,0.05,0.05,BMS,C2,FS1,D2584,DC,"correctors-X,Y"
FS1_BMS:DCH_D2584,HCOR,0.0,258.424830086,0.05,0.05,BMS,C2,FS1,D2584,DCH,horiz. corrector magnet
FS1_BMS:DCV_D2584,VCOR,0.0,258.424830086,0.05,0.05,BMS,C2,FS1,D2584,DCV,vert. corrector magnet
DRIFT,DRIFT,0.073805,258.561732586,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1545
FS1_BMS:BPM_D2587,BPM,0.137,258.667135086,0.0475,0.0475,BMS,BPM3,FS1,D2587,BPM,position monitor
DRIFT,DRIFT,0.090002,258.780636086,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1547
FS1_BMS:QV_D2590,QUAD,0.25,258.950637086,0.05,0.05,BMS,QUAD_Q1,FS1,D2590,QV,quadrupole-Y
DRIFT,DRIFT,0.245921,259.198597586,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1549
FS1_BMS:FAV_D2594,VALVE,0.067196,259.355156086,0.05,0.05,BMS,NONE,FS1,NONE,FAV,fast valve
DRIFT,DRIFT,0.186883,259.482195586,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1551
FS1_BMS:QH_D2597,QUAD,0.25,259.700637086,0.05,0.05,BMS,QUAD_Q1,FS1,D2597,QH,quadrupole-X
DRIFT,DRIFT,0.108982,259.880128086,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1553
DRIFT,DRIFT,0.103502,259.986370086,0.05,0.05,NONE,NONE,NONE,NONE,NONE,bellow
FS1_BMS:BPM_D2600,BPM,0.0,260.038121086,0.05,0.05,BMS,BPM2,FS1,D2600,BPM,position monitor
DRIFT,DRIFT,0.145282,260.110762086,0.05,0.05,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_BMS:PM_D2602,PM,0.0,260.183403086,0.05,0.05,BMS,PM2,FS1,D2602,PM,profile monitor
DRIFT,DRIFT,0.0,260.183403086,0.05,0.05,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_BMS:FVS_D2602,VALVE,0.0,260.183403086,0.05,0.05,BMS,NONE,FS1,NONE,FVS,fast valve sensor
FS1_BMS:IP_D2602,PORT,0.0,260.183403086,0.05,0.05,BMS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.131216,260.249011086,0.05,0.05,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.088621,260.358929586,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1562
FS1_MGB02:GV_D2604,VALVE,0.057404,260.431942086,0.04,0.04,MGB02,NONE,FS1,NONE,GV,gate valve
FS1_MGB02:CAV_D2606,CAV,0.3183255,260.619806836,0.036,0.036,MGB02,CAV_B19,FS1,D2606,CAV,b19 resonator 1 1/4
FS1_MGB02:CAV_D2609,CAV,0.3183255,260.938132336,0.036,0.036,MGB02,CAV_B19,FS1,D2609,CAV,b19 resonator 1 2/4
FS1_MGB02:CAV_D2613,CAV,0.3183255,261.256457836,0.036,0.036,MGB02,CAV_B19,FS1,D2613,CAV,b19 resonator 1 3/4
FS1_MGB02:CAV_D2616,CAV,0.3183255,261.574783336,0.036,0.036,MGB02,CAV_B19,FS1,D2616,CAV,b19 resonator 1 4/4
FS1_MGB02:GV_D2618,VALVE,0.057404,261.762648086,0.04,0.04,MGB02,NONE,FS1,NONE,GV,gate valve
DRIFT,DRIFT,0.896417,262.239558586,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1575
DRIFT,DRIFT,0.0,262.687767086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.248794,262.812164086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1577
DRIFT,DRIFT,0.0,262.936561086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,vacuum box
FS1_BMS:FVS_D2629,VALVE,0.0,262.936561086,0.04,0.04,BMS,NONE,FS1,NONE,FVS,fast valve sensor
DRIFT,DRIFT,0.0,262.936561086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,vacuum box
FS1_BMS:IP_D2629,PORT,0.0,262.936561086,0.04,0.04,BMS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.035206,262.954164086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
DRIFT,DRIFT,0.001052,262.972293086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1583
DRIFT,DRIFT,0.072,263.008819086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1584
DRIFT,DRIFT,0.374295,263.231966586,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1585
DRIFT,DRIFT,0.0,263.419114086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,dump 25W no current reading
DRIFT,DRIFT,0.275666,263.556947086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1587
DRIFT,DRIFT,0.072,263.730780086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1588
DRIFT,DRIFT,0.1775,263.855530086,0.04,0.04,NONE,NONE,NONE,NONE,NONE,drift_1589
FS1_BMS:DC_D2640,COR,0.2,264.044280086,0.05,0.05,BMS,C2,FS1,D2640,DC,"correctors-X,Y"
FS1_BMS:DCH_D2640,HCOR,0.0,264.044280086,0.05,0.05,BMS,C2,FS1,D2640,DCH,horiz. corrector magnet
FS1_BMS:DCV_D2640,VCOR,0.0,264.044280086,0.05,0.05,BMS,C2,FS1,D2640,DCV,vert. corrector magnet
DRIFT,DRIFT,0.25,264.269280086,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1591
FS1_BMS:QH_D2645,QUAD,0.25,264.519280086,0.05,0.05,BMS,QUAD_Q1,FS1,D2645,QH,quadrupole-X
DRIFT,DRIFT,0.416011,264.852285586,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1593
FS1_BMS:QV_D2651,QUAD,0.075,265.097791086,0.063,0.063,BMS,QUAD_GV_M,FS1,D2651,QV,gate valve
DRIFT,DRIFT,0.1313941,265.200988136,0.063,0.063,NONE,NONE,NONE,NONE,NONE,drift_1595
FS1_BMS:QV_D2654,QUAD,0.25,265.391685186,0.05,0.05,BMS,QUAD_Q1,FS1,D2654,QV,quadrupole-Y
DRIFT,DRIFT,0.55,265.791685186,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1597
FS1_BMS:DC_D2662,COR,0.2,266.166685186,0.05,0.05,BMS,C2,FS1,D2662,DC,"correctors-X,Y"
FS1_BMS:DCH_D2662,HCOR,0.0,266.166685186,0.05,0.05,BMS,C2,FS1,D2662,DCH,horiz. corrector magnet
FS1_BMS:DCV_D2662,VCOR,0.0,266.166685186,0.05,0.05,BMS,C2,FS1,D2662,DCV,vert. corrector magnet
DRIFT,DRIFT,0.1239212,266.328645786,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1599
FS1_BMS:BPM_D2665,BPM,0.137,266.459106386,0.0475,0.0475,BMS,BPM3,FS1,D2665,BPM,position monitor
DRIFT,DRIFT,-0.0109212,266.522145786,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1601
FS1_BMS:QH_D2666,QUAD,0.25,266.641685186,0.05,0.05,BMS,QUAD_Q1,FS1,D2666,QH,quadrupole-X
DRIFT,DRIFT,0.490274,267.011822186,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1603
FS1_BMS:BL_D2673,BL,0.0,267.256959186,0.05,0.05,BMS,LPMx,FS1,NONE,BL,bunch length monitor (not costed)
FS1_BMS:IP_D2673,PORT,0.0,267.256959186,0.05,0.05,BMS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
DRIFT,DRIFT,0.146186,267.330052186,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1606
FS1_BMS:BCM_D2675,BCM,0.2,267.503145186,0.05,0.05,BMS,BCM2,FS1,NONE,BCM,current monitor
DRIFT,DRIFT,0.21354,267.709915186,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1608
FS1_BMS:QH_D2679,QUAD,0.25,267.941685186,0.05,0.05,BMS,QUAD_Q1,FS1,D2679,QH,quadrupole-X
DRIFT,DRIFT,0.3495,268.241435186,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1610
DRIFT,DRIFT,0.291093,268.561731686,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1612
FS1_BMS:DC_D2688,COR,0.2,268.807278186,0.05,0.05,BMS,C2,FS1,D2688,DC,"correctors-X,Y"
FS1_BMS:DCH_D2688,HCOR,0.0,268.807278186,0.05,0.05,BMS,C2,FS1,D2688,DCH,horiz. corrector magnet
FS1_BMS:DCV_D2688,VCOR,0.0,268.807278186,0.05,0.05,BMS,C2,FS1,D2688,DCV,vert. corrector magnet
DRIFT,DRIFT,-0.011153,268.901701686,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1614
FS1_BMS:BPM_D2690,BPM,0.137,268.964625186,0.0475,0.0475,BMS,BPM3,FS1,D2690,BPM,position monitor
DRIFT,DRIFT,0.18256,269.124405186,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1616
FS1_BMS:QV_D2693,QUAD,0.25,269.340685186,0.05,0.05,BMS,QUAD_Q1,FS1,D2693,QV,quadrupole-Y
DRIFT,DRIFT,0.25,269.590685186,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1618
FS1_BMS:QH_D2698,QUAD,0.25,269.840685186,0.05,0.05,BMS,QUAD_Q1,FS1,D2698,QH,quadrupole-X
DRIFT,DRIFT,0.12,270.025685186,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1620
DRIFT,DRIFT,0.103502,270.137436186,0.04,0.04,NONE,NONE,NONE,NONE,NONE,bellow
FS1_BMS:BPM_D2702,BPM,0.0,270.189187186,0.04,0.04,BMS,BPM2,FS1,D2702,BPM,position monitor
DRIFT,DRIFT,0.145282,270.261828186,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_BMS:PM_D2703,PM,0.0,270.334469186,0.04,0.04,BMS,PM2,FS1,D2703,PM,profile monitor
DRIFT,DRIFT,0.0,270.334469186,0.04,0.04,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_BMS:IP_D2703,PORT,0.0,270.334469186,0.04,0.04,BMS,IP_S,FS1,NONE,IP,"ion pump, 75 l/s"
