PV,elemField,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine
V2:LS1_CA03:SOL1_D1199:B_CSET,B,setpoint,73,0.2,LS1_CA03:SOL1_D1199,7.5895197,SOL,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:SOL1_D1199:B_RSET,B,readset,73,0.2,LS1_CA03:SOL1_D1199,7.5895197,SOL,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:SOL1_D1199:B_RD,B,readback,73,0.2,LS1_CA03:SOL1_D1199,7.5895197,SOL,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:DCH_D1199:ANG_CSET,ANG,setpoint,73,0.0,LS1_CA03:DCH_D1199,7.4895197,HCOR,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:DCH_D1199:ANG_RSET,ANG,readset,73,0.0,LS1_CA03:DCH_D1199,7.4895197,HCOR,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:DCH_D1199:ANG_RD,ANG,readback,73,0.0,LS1_CA03:DCH_D1199,7.4895197,HCOR,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:DCV_D1199:ANG_CSET,ANG,setpoint,73,0.0,LS1_CA03:DCV_D1199,7.4895197,VCOR,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:DCV_D1199:ANG_RSET,ANG,readset,73,0.0,LS1_CA03:DCV_D1199,7.4895197,VCOR,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:DCV_D1199:ANG_RD,ANG,readback,73,0.0,LS1_CA03:DCV_D1199,7.4895197,VCOR,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:CAV2_D1202:PHA_CSET,PHA,setpoint,76,0.24,LS1_CA03:CAV2_D1202,7.9729137,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:CAV2_D1202:PHA_RSET,PHA,readset,76,0.24,LS1_CA03:CAV2_D1202,7.9729137,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
V2:LS1_CA03:CAV2_D1202:PHA_RD,PHA,readback,76,0.24,LS1_CA03:CAV2_D1202,7.9729137,CAV,V2,phyutil.sys.LS1,phyutil.sub.CA03,T_A,T_B
