PV,elemField,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType
FE_LEBT:DCH_D0821:I_RD,ANG,readback,76,0.0,FE_LEBT:DCH_D0821,11.38595,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0821:I_CSET,ANG,setpoint,76,0.0,FE_LEBT:DCV_D0821,11.38595,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0821:I_RSET,ANG,readset,76,0.0,FE_LEBT:DCV_D0821,11.38595,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCV_D0821:I_RD,ANG,readback,76,0.0,FE_LEBT:DCV_D0821,11.38595,VCOR,LIVE,vert. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM1_D0824:X_RD,X,readback,80,0.0,FE_LEBT:PM1_D0824,11.65973293,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM1_D0824:Y_RD,Y,readback,80,0.0,FE_LEBT:PM1_D0824,11.65973293,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM1_D0824:XY_RD,XY,readback,80,0.0,FE_LEBT:PM1_D0824,11.65973293,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM1_D0824:XRMS_RD,XRMS,readback,80,0.0,FE_LEBT:PM1_D0824,11.65973293,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM1_D0824:YRMS_RD,YRMS,readback,80,0.0,FE_LEBT:PM1_D0824,11.65973293,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM1_D0824:XYRMS_RD,XYRMS,readback,80,0.0,FE_LEBT:PM1_D0824,11.65973293,PM,LIVE,profile monitor (large fork),PM1,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DVE_D0833:V_CSET,V,setpoint,84,1.0,FE_LEBT:DVE_D0833,13.065301,EBEND,LIVE,ES_bender 1,BEND_D7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DVE_D0833:V_RSET,V,readset,84,1.0,FE_LEBT:DVE_D0833,13.065301,EBEND,LIVE,ES_bender 1,BEND_D7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DVE_D0833:V_RD,V,readback,84,1.0,FE_LEBT:DVE_D0833,13.065301,EBEND,LIVE,ES_bender 1,BEND_D7,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0840:I_CSET,ANG,setpoint,87,0.0,FE_LEBT:DCH_D0840,13.280301,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:DCH_D0840:I_RSET,ANG,readset,87,0.0,FE_LEBT:DCH_D0840,13.280301,HCOR,LIVE,horiz. corrector magnet,C4,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
